"step";"bible_ref";"bible_ref_positive_negative";"bible_ref_origin";"bible_ref_author";"bible_ref_type";"category";"title_nl";"title_ot_nl";"title_ot_en";"title_ot_code";"title_en";"title_negative_en";"devotional_en";"devotional_nl";"devotional_source";"questions";"quote";"quote_source"
34;"Mat 6:25-34";"both";;"Jesus";"primary";"Thinking Commands";"Zoek eerst het Koninkrijk van God en Zijn gerechtigheid, en al deze dingen zullen u erbij gegeven worden";"Hang G-d aan ";"Cleaving to Him";"CCA16";"Seek ye first the kingdom of God, and his righteousness; and all these things shall be added unto you";"Do not worry about your life";;;;;;
34;"Ex 16:4";"both";;"HEERE";"direct";"Thinking Commands";;;;;;;;;;;;
34;"Luk 12:22-34";"both";;"Jesus";"duplicate";"Thinking Commands";;;;;;;;;;;;
34;"Luk 21:34";"both";;"Jesus";"direct";"Thinking Commands";;;;;;;;;;;;
34;"Ps 52:9-11";"both";;"David";"direct";"Thinking Commands";;;;;;;;;;;;
34;"Ps 55:23-24";"both";;"David";"indirect";"Thinking Commands";;;;;;;;;;;;
34;"Deut 10:20";"positive";"CCA16";"HEERE";"indirect";"Thinking Commands";;;;;;;;;;;;
34;"2 Kro 31:20-21";"positive";;"Hezekiah";"example";"Thinking Commands";;;;;;;;;;;;
35;"Mat 7:1-5";"positive";;"Jesus";"primary";"Relationship Commands";"Haal eerst de balk uit uw oog en dan zult u goed kunnen zien om de splinter uit het oog van uw broeder te halen";"Berisp iemand die zondigt ";"To rebuke the sinner";"CCA72";"First cast out the beam out of thine own eye; and then shalt thou see clearly to cast out the mote out of thy brother’s eye";"Do not judge, or you too will be judged";;;;;;
35;"Mar 4:24";"both";;"Jesus";"direct";"Relationship Commands";;;;;;;;;;;;
35;"Luk 6:38";"both";;"Jesus";"duplicate";"Relationship Commands";;;;;;;;;;;;
35;"1 Kor 4:14";"positive";;"Paul";"example";"Relationship Commands";;;;;;;;;;;;
35;"Gal 6:1";"both";;"Paul";"direct";"Relationship Commands";;;;;;;;;;;;
35;"Mat 7:6";"negative";;"Jesus";"direct";"Relationship Commands";;;;;;;;;;;;
35;"Spr 9:8";"both";;"Solomon";"direct";"Relationship Commands";;;;;;;;;;;;
35;"Spr 23:9";"negative";;"Solomon";"indirect";"Relationship Commands";;;;;;;;;;;;
35;"Mat 18:15-17";"positive";;"Jesus";"direct";"Relationship Commands";;;;;;;;;;;;
35;"Luk 17:3";"positive";;"Jesus";"direct";"Relationship Commands";;;;;;;;;;;;
35;"Joh 7:24";"positive";;"Jesus";"direct";"Relationship Commands";;;;;;;;;;;;
35;"Joh 13:2-17";"positive";;"Jesus";"study";"Relationship Commands";;;;;;;;;;;;
35;"1 Sam 12:23";"both";;"Samuel";"indirect";"Relationship Commands";;;;;;;;;;;;
35;"Jak 5:9";"negative";;"James";"indirect";"Relationship Commands";;;;;;;;;;;;
35;"Lev 19:17";"positive";"CCA72";"HEERE";"direct";"Relationship Commands";;;;;;;;;;;;
35;"2 Kro 19:10";"positive";;"Jehoshaphat";"direct";"Relationship Commands";;;;;;;;;;;;
36;"Mat 7:7-8";"positive";;"Jesus";"primary";"Salvation Commands";"Zoek, en u zult vinden";;;;"Seek, and ye shall find";;;;;;;
36;"Ps 22:27";"positive";;"David";"direct";"Salvation Commands";;;;;;;;;;;;
36;"Ps 69:33";"positive";;"David";"direct";"Salvation Commands";;;;;;;;;;;;
36;"Jer 6:16";"both";;"HEERE";"indirect";"Salvation Commands";;;;;;;;;;;;
36;"Zef 2:3";"positive";;"Zephaniah";"direct";"Salvation Commands";;;;;;;;;;;;
36;"Mat 6:33";"positive";;"Jesus";"direct";"Salvation Commands";;;;;;;;;;;;
36;"Mat 13:45";"positive";;"Jesus";"example";"Salvation Commands";;;;;;;;;;;;
36;"Ps 34:11";"both";;"David";"direct";"Salvation Commands";;;;;;;;;;;;
36;"Luk 12:31";"positive";;"Jesus";"duplicate";"Salvation Commands";;;;;;;;;;;;
36;"Joh 14:6";"positive";;"Jesus";"indirect";"Salvation Commands";;;;;;;;;;;;
36;"2 Kron 15:2-4";"positive";;"Azariah";"direct";"Salvation Commands";;;;;;;;;;;;
36;"1 Kro 28:9";"positive";;"David";"direct";"Salvation Commands";;;;;;;;;;;;
36;"2 Kro 12:14";"negative";;"Rehoboam";"indirect";"Salvation Commands";;;;;;;;;;;;
36;"2 Kro 26:5";"positive";;"Uzziah";"example";"Salvation Commands";;;;;;;;;;;;
36;"Spr 8:17";"positive";;"Solomon";"direct";"Salvation Commands";;;;;;;;;;;;
36;"Ps 53:1-7";"negative";;"David";"study";"Salvation Commands";;;;;;;;;;;;
36;"Ps 14:1-7";"negative";;"David";"study";"Salvation Commands";;;;;;;;;;;;
36;"Han 17:26-27";"positive";;"Paul";"direct";"Salvation Commands";;;;;;;;;;;;
36;"Ps 105:3-5";"positive";;"Unknown";"indirect";"Salvation Commands";;;;;;;;;;;;
37;"Mat 7:7-8";"positive";;"Jesus";"primary";"Salvation Commands";"Klop, en er zal voor u opengedaan worden";;;;"Knock, and it shall be opened unto you";;"<p>Who does not know the story of the prodigal son? The question is: do we know the Hebrew culture? The story has more meanings that we miss because we don't know the culture. Too bad right? For example, asking for the annoyance before the person died was like saying, ""Dad, you're dead to me."" When after his wanderings and brasseries the son came home stinkingly unclean - because of the pigs - the father ran up to the son and embraced him. ""Terrible,"" the bystanders would have said. But probably for a different reason than you think. The reasons are:</p>
<ul>
<li>A father does not run, for he must lift his garment and uncover his shame (ankles)</li>
<li>The father embraces an unclean person and therefore becomes unclean and unworthy. What is happening here is that the attention is shifted from the son's shame and uncleanness to the father's shame, uncleanness and unworthiness.</li>
<li>The father then gives the son the best dress, ring and shoes. You might think nothing special. Well, that says a lot in that culture.</li>
<ol type=""1"">
<li>The best robe represents the dignity of the father.</li>
<li>The ring represents the father's power of attorney.</li>
<li>The shoes for the father's possession.</li>
</ol>
<p>In summary: The father takes the son's shame and impurity, and the son receives the dignity, power of attorney and wealth from the father. Wow, what an image of God. And we haven't even mentioned the eldest son and the slaves in this parable.</p>";"<p>Wie kent dit verhaal niet. De vraag is alleen: kennen we de Hebreeuwse cultuur? Het verhaal heeft meer betekenissen die ons ontgaan omdat we de cultuur niet kennen. Jammer toch? Zo was het vragen om de ergenis voordat de persoon overleden was net zoiets als zeggen: ""Pa, voor mij ben je dood."" Toen de zoon na zijn omzwervingen en brasserijen stinkend onrein - vanwege de varkens - thuiskwam, rende de vader op de zoon af en omhelsde hem. ""Vreselijk,"" zouden de omstanders gezegd hebben. Maar waarschijnlijk om een andere reden dan je denkt. De redenen zijn:</p>
<ul>
<li>Een vader rent niet, want daarvoor moet hij zijn kleed optillen en zijn schaamte (enkels) ontbloten</li>
<li>De vader omarmt een onrein mens en wordt daaroor ook zelf onrein en onwaardig. Wat hier gebeurt, is dat de aandacht van de schaamte en onreinheid van de zoon, naar de schaamte, onreinheid en ontwaardigheid van de vader wordt verlegd.</li>
<li>Vervolgens geeft de vader de zoon het beste kleed, een ring en schoenen. Niets bijzonders denk je misschien. Nou, in die cultuur zegt dat heel veel.</li>
<ol type=""1"">
<li>Het beste kleed staat voor de waardigheid van de vader.</li>
<li>De ring staat voor de volmacht van de vader.</li>
<li>De schoenen voor het bezit van de vader.</li>
</ol>
<p>Samengevat: De vader neemt de schaamte en onreinheid van de zoon, en de zoon krijgt de waardigheid, de volmacht en de rijkdom van de vader. Wauw, wat een beeld van God. En dan hebben we het nog niet gehad over de oudste zoon en de slaven in deze gelijkenis.</p>";"Give me your heart and do what you want – Maarten Bruynes - #17";;;
37;"Luk 11:5-13";"both";;"Jesus";"study";"Salvation Commands";;;;;;;;;;;;
37;"Opb 3:20";"positive";;"Jesus";"direct";"Salvation Commands";;;;;;;;;;;;
37;"Joh 6:37";"positive";;"Jesus";"direct";"Salvation Commands";;;;;;;;;;;;
37;"Joh 10:1-18";"both";;"Jesus";"study";"Salvation Commands";;;;;;;;;;;;
37;"Jak 4:8";"positive";;"James";"direct";"Salvation Commands";;;;;;;;;;;;
37;"Han 10:30-31";"positive";;"Cornelius";"example";"Salvation Commands";;;;;;;;;;;;
37;"Ps 4:4";"positive";;"David";"direct";"Salvation Commands";;;;;;;;;;;;
37;"2 Kro 7:13-15";"positive";;"HEERE";"indirect";"Salvation Commands";;;;;;;;;;;;
37;"2 Kro 33:12-13";"positive";;"Manasseh";"example";"Salvation Commands";;;;;;;;;;;;
38;"Mat 7:12";"positive";;"Jesus";"primary";"Relationship Commands";"Alles dan wat u wilt dat de mensen u doen, doet u hun ook zo";"Heb de vreemdeling lief";"To love the stranger";"CCA61";"Therefore all things whatsoever ye would that men should do to you, do ye even so to them";;;;;;;
38;"Luk 6:31";"positive";;"Jesus";"duplicate";"Relationship Commands";;"Maak op het dak(terras een borstwering/hek ";"To make a parapet for your roof";"CCA75";;;;;;;;
38;"Mar 12:31";"positive";;"Jesus";"direct";"Relationship Commands";;;;;;;;;;;;
38;"Spr 25:8";"negative";;"Solomon";"indirect";"Relationship Commands";;;;;;;;;;;;
38;"Deut 10:19";"positive";"CCA61";"HEERE";"direct";"Relationship Commands";;;;;;;;;;;;
38;"Deut 22:8";"positive";"CCA75";"Moses";"indirect";"Relationship Commands";;;;;;;;;;;;
38;"Fil 2:4";"both";;"Paul";"direct";"Relationship Commands";;;;;;;;;;;;
38;"Gal 5:14";"positive";;"Paul";"direct";"Relationship Commands";;;;;;;;;;;;
38;"Joh 15:12";"positive";;"Jesus";"example";"Relationship Commands";;;;;;;;;;;;
38;"1 Kor 13:1-13";"both";;"Paul";"study";"Relationship Commands";;;;;;;;;;;;
38;"Rom 13:10";"both";;"Paul";"example";"Relationship Commands";;;;;;;;;;;;
38;"Ef 4:2";"positive";;"Paul";"example";"Relationship Commands";;;;;;;;;;;;
38;"2 Tim 3:1-5";"negative";;"Paul";"example";"Relationship Commands";;;;;;;;;;;;
38;"Ps 94:5-7";"negative";;"Unknown";"indirect";"Relationship Commands";;;;;;;;;;;;
38;"Ps 119:41-49";"positive";;"Unknown";"indirect";"Relationship Commands";;;;;;;;;;;;
39;"Luk 13:24-25";"both";;"Jesus";"primary";"Discipleship Commands";"Strijd om binnen te gaan door de nauwe poort";;;;"Strive to enter in at the strait gate";;;;;;"if I fail, I try again, and again, and again if you fail are you going to try again?";"Nick Vujicic"
39;"Mat 7:13-14";"both";;"Jesus";"duplicate";"Discipleship Commands";;;;;;;;;;;;
39;"Joh 18:36";"positive";;"Jesus";"indirect";"Discipleship Commands";;;;;;;;;;;;
39;"1 Kor 9:24-25";"both";;"Paul";"direct";"Discipleship Commands";;;;;;;;;;;;
39;"Kol 1:29";"positive";;"Paul";"example";"Discipleship Commands";;;;;;;;;;;;
39;"Kol 4:12";"positive";;"Epaphras";"example";"Discipleship Commands";;;;;;;;;;;;
39;"1 Tim 6:12";"positive";;"Paul";"direct";"Discipleship Commands";;;;;;;;;;;;
39;"2 Tim 4:7";"positive";;"Paul";"example";"Discipleship Commands";;;;;;;;;;;;
39;"Ps 125:1-5";"both";;"Unknown";"indirect";"Discipleship Commands";;;;;;;;;;;;
40;"Mat 7:15-20";"both";;"Jesus";"primary";"False Teachers Commands";"Wees op uw hoede voor de valse profeten";;;;"Beware of false prophets";"Dear friends, do not believe every spirit";;;;;;
40;"1 Kor 5:6-7";"both";;"Paul";"direct";"False Teachers Commands";;;;;;;;;;;;
40;"Deut 13:3";"negative";;"Moses";"direct";"False Teachers Commands";;;;;;;;;;;;
40;"Jer 23:16";"negative";;"Jeremiah";"indirect";"False Teachers Commands";;;;;;;;;;;;
40;"Mat 24:4";"positive";;"Jesus";"direct";"False Teachers Commands";;;;;;;;;;;;
40;"Mar 8:15";"negative";;"Jesus";"duplicate";"False Teachers Commands";;;;;;;;;;;;
40;"Ef 5:6";"negative";;"Paul";"direct";"False Teachers Commands";;;;;;;;;;;;
40;"Kol 2:8";"both";;"Paul";"direct";"False Teachers Commands";;;;;;;;;;;;
40;"Rom 16:17";"both";;"Paul";"direct";"False Teachers Commands";;;;;;;;;;;;
40;"1 Joh 4:1";"negative";;"John";"indirect";"False Teachers Commands";;;;;;;;;;;;
40;"2 Joh 1:7-11";"negative";;"John";"indirect";"False Teachers Commands";;;;;;;;;;;;
40;"Jer 29:8-9";"negative";;"HEERE";"indirect";"False Teachers Commands";;;;;;;;;;;;
40;"Mat 16:6";"positive";;"Jesus";"duplicate";"False Teachers Commands";;;;;;;;;;;;
40;"Mat 16:11-12";"positive";;"Jesus";"duplicate";"False Teachers Commands";;;;;;;;;;;;
40;"Mar 12:38";"positive";;"Jesus";"duplicate";"False Teachers Commands";;;;;;;;;;;;
40;"Mar 13:5";"positive";;"Jesus";"duplicate";"False Teachers Commands";;;;;;;;;;;;
40;"Luk 12:1";"positive";;"Jesus";"indirect";"False Teachers Commands";;;;;;;;;;;;
40;"Luk 20:46-47";"both";;"Jesus";"indirect";"False Teachers Commands";;;;;;;;;;;;
40;"Luk 21:8";"negative";;"Jesus";"duplicate";"False Teachers Commands";;;;;;;;;;;;
40;"1 Kon 13:15-19";"negative";;"Other";"example";"False Teachers Commands";;;;;;;;;;;;
40;"1 Kon 22:19-28";"positive";;"Micaiah";"study";"False Teachers Commands";;;;;;;;;;;;
40;"Deut 18:18-22";"both";;"HEERE";"study";"False Teachers Commands";;;;;;;;;;;;
40;"2 Kro 22:3-4";"negative";;"Ahaziah";"example";"False Teachers Commands";;;;;;;;;;;;
40;"2 Kro 24:17-19";"negative";;"Joash";"example";"False Teachers Commands";;;;;;;;;;;;
40;"Han 20:28-31";"positive";;"Paul";"example";"False Teachers Commands";;;;;;;;;;;;
41;"Mat 7:24-25";"positive";;"Jesus";"primary";"Witnessing Commands";"Luister naar Jezus, begrijp en gehoorzaam";;;;"Listen to Jesus, understand and obey";;;;;"What makes it difficult for you to listen, understand and obey?";"When a man listens, God speaks. If a man obeys, God acts. When a man prays, God gives strength.";"Corrie ten Boom"
41;"Mat 13:10-17";"both";;"Jesus";"direct";"Witnessing Commands";;;;;;;;;;"If you want to grow in applying your faith, what does that take?";;
41;"Mat 13:23";"positive";;"Jesus";"direct";"Witnessing Commands";;;;;;;;;;"Once you know what He says, can you trust it?";;
41;"Mat 13:43";"positive";;"Jesus";"indirect";"Witnessing Commands";;;;;;;;;;"What keeps people away from God's Truth?";;
41;"Mat 15:10-11";"positive";;"Jesus";"example";"Witnessing Commands";;;;;;;;;;;;
41;"Mat 17:5";"positive";;"HEERE";"direct";"Witnessing Commands";;;;;;;;;;;;
41;"Mat 22:14";"positive";;"Jesus";"indirect";"Witnessing Commands";;;;;;;;;;;;
41;"Luk 2:47";"positive";;"Other";"example";"Witnessing Commands";;;;;;;;;;;;
41;"Luk 6:46-49";"both";;"Jesus";"duplicate";"Witnessing Commands";;;;;;;;;;;;
41;"Luk 8:10";"both";;"Jesus";"indirect";"Witnessing Commands";;;;;;;;;;;;
41;"Luk 8:21";"positive";;"Jesus";"direct";"Witnessing Commands";;;;;;;;;;;;
41;"Luk 9:35";"positive";;"HEERE";"duplicate";"Witnessing Commands";;;;;;;;;;;;
41;"Luk 9:45";"negative";;"Other";"example";"Witnessing Commands";;;;;;;;;;;;
41;"Luk 16:29";"positive";;"Abraham";"example";"Witnessing Commands";;;;;;;;;;;;
41;"Luk 17:7-10";"both";;"Jesus";"example";"Witnessing Commands";;;;;;;;;;;;
41;"Luk 18:34";"negative";;"Other";"example";"Witnessing Commands";;;;;;;;;;;;
41;"Jak 1:22-25";"both";;"James";"direct";"Witnessing Commands";;;;;;;;;;;;
41;"1 Joh 2:5";"positive";;"John";"direct";"Witnessing Commands";;;;;;;;;;;;
41;"Deut 13:4";"positive";;"Moses";"direct";"Witnessing Commands";;;;;;;;;;;;
41;"Rom 2:13";"both";;"Paul";"direct";"Witnessing Commands";;;;;;;;;;;;
41;"2 Kor 1:13";"both";;"Paul";"example";"Witnessing Commands";;;;;;;;;;;;
41;"Mar 7:14-16";"both";;"Jesus";"indirect";"Witnessing Commands";;;;;;;;;;;;
41;"Mar 8:17";"negative";;"Jesus";"duplicate";"Witnessing Commands";;;;;;;;;;;;
41;"Mar 9:7";"positive";;"Jesus";"duplicate";"Witnessing Commands";;;;;;;;;;;;
41;"Joh 1:1-5";"both";;"John";"example";"Witnessing Commands";;;;;;;;;;;;
41;"Joh 5:24";"positive";;"Jesus";"direct";"Witnessing Commands";;;;;;;;;;;;
41;"Joh 8:51";"positive";;"Jesus";"example";"Witnessing Commands";;;;;;;;;;;;
41;"Joh 10:4";"positive";;"Sheep";"example";"Witnessing Commands";;;;;;;;;;;;
41;"Joh 10:27";"positive";;"Jesus";"duplicate";"Witnessing Commands";;;;;;;;;;;;
41;"Joh 14:23";"positive";;"Jesus";"direct";"Witnessing Commands";;;;;;;;;;;;
41;"Joh 15:14-15";"positive";;"Jesus";"direct";"Witnessing Commands";;;;;;;;;;;;
41;"Deut 18:18";"positive";;"HEERE";"example";"Witnessing Commands";;;;;;;;;;;;
41;"Han 3:22";"positive";;"Peter";"direct";"Witnessing Commands";;;;;;;;;;;;
41;"Han 7:37";"positive";;"Stephen";"example";"Witnessing Commands";;;;;;;;;;;;
41;"Han 7:51-53";"negative";;"Stephen";"example";"Witnessing Commands";;;;;;;;;;;;
41;"Fil 4:9";"positive";;"Paul";"example";"Witnessing Commands";;;;;;;;;;;;
41;"1 Sam 12:13-14";"positive";;"Samuel";"example";"Witnessing Commands";;;;;;;;;;;;
41;"1 Sam 15:20-23";"negative";;"Saul";"study";"Witnessing Commands";;;;;;;;;;;;
41;"1 Sam 23:1-5";"positive";;"David";"study";"Witnessing Commands";;;;;;;;;;;;
41;"Opb 1:3";"positive";;"Jesus";"direct";"Witnessing Commands";;;;;;;;;;;;
41;"Opb 2:7";"positive";;"Jesus";"study";"Witnessing Commands";;;;;;;;;;;;
41;"Opb 2:11";"positive";;"Jesus";"study";"Witnessing Commands";;;;;;;;;;;;
41;"Opb 2:17";"positive";;"Jesus";"study";"Witnessing Commands";;;;;;;;;;;;
41;"Opb 2:29";"positive";;"Jesus";"duplicate";"Witnessing Commands";;;;;;;;;;;;
41;"Opb 3:6";"positive";;"Jesus";"duplicate";"Witnessing Commands";;;;;;;;;;;;
41;"Opb 3:13";"positive";;"Jesus";"duplicate";"Witnessing Commands";;;;;;;;;;;;
41;"Opb 3:20-22";"positive";;"Jesus";"study";"Witnessing Commands";;;;;;;;;;;;
41;"Opb 13:9";"positive";;"Jesus";"duplicate";"Witnessing Commands";;;;;;;;;;;;
41;"Han 5:29";"positive";;"Jesus";"direct";"Witnessing Commands";;;;;;;;;;;;
41;"2 Kro 33:10";"negative";;"Manasseh";"example";"Witnessing Commands";;;;;;;;;;;;
41;"Han 22:14-15";"positive";;"Paul";"example";"Witnessing Commands";;;;;;;;;;;;
41;"Han 28:23-28";"both";;"Paul";"example";"Witnessing Commands";;;;;;;;;;;;
41;"Ps 95:6-8";"both";;"Unknown";"indirect";"Witnessing Commands";;;;;;;;;;;;
42;"Mat 9:2";"positive";;"Jesus";"primary";"Persecution Commands";"Heb goede moed";;;;"Be of good cheer";"Be not afraid";;;;;"Courage is when you overcome fear";"Nick Vujicic"
42;"Mat 9:22";"positive";;"Jesus";"indirect";"Persecution Commands";;;;;;;;;;;;
42;"Rom 8:38-39";"positive";;"Paul";"direct";"Persecution Commands";;;;;;;;;;;;
42;"Mat 14:27";"both";;"Jesus";"indirect";"Persecution Commands";;;;;;;;;;;;
42;"Luk 18:1-8";"both";;"Jesus";"indirect";"Persecution Commands";;;;;;;;;;;;
42;"Mat 10:31";"negative";;"Jesus";"indirect";"Persecution Commands";;;;;;;;;;;;
42;"Jer 1:8";"both";;"HEERE";"indirect";"Persecution Commands";;;;;;;;;;;;
42;"Luk 12:4";"negative";;"Jesus";"indirect";"Persecution Commands";;;;;;;;;;;;
42;"2 Kron 15:7";"positive";;"Azariah";"direct";"Persecution Commands";;;;;;;;;;;;
42;"Joh 12:15";"negative";;"Jesus";"direct";"Persecution Commands";;;;;;;;;;;;
42;"Joh 16:33";"positive";;"Jesus";"direct";"Persecution Commands";;;;;;;;;;;;
42;"Joz 1:9";"both";;"HEERE";"direct";"Persecution Commands";;;;;;;;;;;;
42;"1 Sam 14:6";"positive";;"Jonathan";"example";"Persecution Commands";;;;;;;;;;;;
42;"2 Kon 6:14-17";"positive";;"Elisha";"example";"Persecution Commands";;;;;;;;;;;;
42;"1 Kro 19:13";"positive";;"Joab";"direct";"Persecution Commands";;;;;;;;;;;;
42;"1 Kro 22:11-13";"positive";;"David";"direct";"Persecution Commands";;;;;;;;;;;;
42;"1 Kro 26:6-12";"positive";;"Undetermined";"example";"Persecution Commands";;;;;;;;;;;;
42;"1 Kro 26:30-32";"positive";;"Undetermined";"example";"Persecution Commands";;;;;;;;;;;;
42;"1 Kro 28:20";"positive";;"David";"direct";"Persecution Commands";;;;;;;;;;;;
42;"2 Kro 32:7-8";"positive";;"Hezekiah";"example";"Persecution Commands";;;;;;;;;;;;
43;"Mat 9:36";"positive";;"Jesus";"primary";"Relationship Commands";"Wees met innerlijke ontferming bewogen met de mensen om je heen";"Ontlast je buurman van zijn lasten en help hem zijn dieren af te laden / te lossen ";"To relieve a neighbor of his burden and help to unload his beast";"CCA70";"Be moved with inner compassion with the people around you";;;;;;;
43;"Mar 6:34";"positive";;"Jesus";"indirect";"Relationship Commands";;"Bied hulp met het opnieuw opbinden van de lading op het dier van je buurman ";"To assist in replacing the load upon a neighbor's beast";"CCA71";;;;;;;;
43;"Mat 14:14";"positive";;"Jesus";"duplicate";"Relationship Commands";;;;;;;;;;;;
43;"Mat 15:32";"positive";;"Jesus";"duplicate";"Relationship Commands";;;;;;;;;;;;
43;"Mat 20:34";"positive";;"Jesus";"duplicate";"Relationship Commands";;;;;;;;;;;;
43;"Mar 1:41";"positive";;"Jesus";"duplicate";"Relationship Commands";;;;;;;;;;;;
43;"Mar 8:2";"positive";;"Jesus";"example";"Relationship Commands";;;;;;;;;;;;
43;"Luk 7:13";"positive";;"Jesus";"duplicate";"Relationship Commands";;;;;;;;;;;;
43;"Luk 10:33";"positive";;"Jesus";"duplicate";"Relationship Commands";;;;;;;;;;;;
43;"Luk 18:38-39";"positive";;"Other";"example";"Relationship Commands";;;;;;;;;;;;
43;"Joh 11:33";"positive";;"Jesus";"direct";"Relationship Commands";;;;;;;;;;;;
43;"Mat 25:36";"positive";;"Jesus";"direct";"Relationship Commands";;;;;;;;;;;;
43;"Luk 14:12-14";"positive";;"Jesus";"study";"Relationship Commands";;;;;;;;;;;;
43;"Mat 25:36";"positive";;"Jesus";"indirect";"Relationship Commands";;;;;;;;;;;;
43;"Heb 13:3";"positive";;"Paul?";"direct";"Relationship Commands";;;;;;;;;;;;
43;"2 Tim 1:16-17";"positive";;"Paul";"example";"Relationship Commands";;;;;;;;;;;;
43;"Luk 4:18";"positive";;"Jesus";"indirect";"Relationship Commands";;;;;;;;;;;;
43;"Jes 42:6-7";"positive";;"Isaiah";"indirect";"Relationship Commands";;;;;;;;;;;;
43;"Jes 61:1";"positive";;"Isaiah";"direct";"Relationship Commands";;;;;;;;;;;;
43;"Rom 12:15";"positive";;"Paul";"direct";"Relationship Commands";;;;;;;;;;;;
43;"Deut 22:4";"positive";"CCA71";"Moses";"indirect";"Relationship Commands";;;;;;;;;;;;
43;"Ex 23:5";"positive";"CCA70";"Moses";"indirect";"Relationship Commands";;;;;;;;;;;;
43;"Job 11:2-3";"negative";;"Zophar (Friend of Job)";"example";"Relationship Commands";;;;;;;;;;;;
43;"Job 20:21-22";"both";;"Job";"direct";"Relationship Commands";;;;;;;;;;;;
44;"Mat 10:16-17";"positive";;"Jesus";"primary";"Discipleship Commands";"Wees bedachtzaam als de slangen en oprecht als de duiven";;;;"Be ye therefore wise as serpents, and harmless as doves";"Do not throw your pearls to pigs";;;;;;
44;"Mat 7:6";"negative";;"Jesus";"direct";"Discipleship Commands";;;;;;;;;;;;
44;"Spr 23:9";"negative";;"Solomon";"direct";"Discipleship Commands";;;;;;;;;;;;
44;"Han 13:6-12";"negative";;"Paul";"example";"Discipleship Commands";;;;;;;;;;;;
44;"Han 22:17-21";"positive";;"Paul";"example";"Discipleship Commands";;;;;;;;;;;;
44;"Job 1:1";"positive";;"Job";"example";"Discipleship Commands";;;;;;;;;;;;
44;"Job 12:4";"both";;"Job";"example";"Discipleship Commands";;;;;;;;;;;;
44;"Ps 84:12";"positive";;"Sons of Korah";"indirect";"Discipleship Commands";;;;;;;;;;;;
44;"Ps 97:10-12";"positive";;"Unknown";"indirect";"Discipleship Commands";;;;;;;;;;;;
44;"Ps 101:1-8";"positive";;"David";"direct";"Discipleship Commands";;;;;;;;;;;;
45;"Luk 12:4-5";"positive";;"Jesus";"primary";"Witnessing Commands";"Wees bevreesd voor Hem Die, nadat Hij gedood heeft, ook macht heeft in de hel te werpen";"Vrees G-d en dien Hem ";"To fear Him reverently";"CCA4";"Fear him, which after he hath killed hath power to cast into hell";"Be not afraid of them that kill the body, and after that have no more that they can do";;;;;;
45;"Luk 1:50";"positive";;"Mary";"direct";"Witnessing Commands";;"Heb eerbied voor het Heiligdom ";"To revere the Sanctuary";"CCA18";;;;;;;;
45;"Spr 1:7";"both";;"Solomon";"direct";"Witnessing Commands";;;;;;;;;;;;
45;"Heb 12:5-6";"both";;"Paul?";"direct";"Witnessing Commands";;;;;;;;;;;;
45;"Ex 20:5-6";"both";;"HEERE";"indirect";"Witnessing Commands";;;;;;;;;;;;
45;"Ps 2:11";"positive";;"Unknown";"direct";"Witnessing Commands";;;;;;;;;;;;
45;"Ps 34:12";"positive";;"David";"example";"Witnessing Commands";;;;;;;;;;;;
45;"Ps 34:10";"positive";;"David";"direct";"Witnessing Commands";;;;;;;;;;;;
45;"Deut 6:13";"positive";"CCA4";"Moses";"direct";"Witnessing Commands";;;;;;;;;;;;
45;"Deut 10:20";"positive";"CCA4";"HEERE";"duplicate";"Witnessing Commands";;;;;;;;;;;;
45;"Deut 10:12";"positive";;"HEERE";"indirect";"Witnessing Commands";;;;;;;;;;;;
45;"Deut 13:4";"positive";;"Moses";"direct";"Witnessing Commands";;;;;;;;;;;;
45;"Deut 17:19-20";"both";;"Moses";"indirect";"Witnessing Commands";;;;;;;;;;;;
45;"Joz 24:14";"both";;"HEERE";"direct";"Witnessing Commands";;;;;;;;;;;;
45;"2 Sam 6:6-9";"both";;"Moses";"example";"Witnessing Commands";;;;;;;;;;;;
45;"1 Kon 8:39-40";"positive";;"Solomon";"indirect";"Witnessing Commands";;;;;;;;;;;;
45;"Mal 4:2";"positive";;"Malachi";"direct";"Witnessing Commands";;;;;;;;;;;;
45;"Han 2:43";"positive";;"Other";"example";"Witnessing Commands";;;;;;;;;;;;
45;"Han 5:1-11";"negative";;"Ananias and Sapphira";"example";"Witnessing Commands";;;;;;;;;;;;
45;"Han 9:31";"positive";;"Churches throughout all Judaea and Galilee and Samaria";"example";"Witnessing Commands";;;;;;;;;;;;
45;"Han 10:1-2";"positive";;"Cornelius with all his house";"example";"Witnessing Commands";;;;;;;;;;;;
45;"Job 1:1";"positive";;"Job";"example";"Witnessing Commands";;;;;;;;;;;;
45;"Job 13:11";"negative";;"Job";"example";"Witnessing Commands";;;;;;;;;;;;
45;"Mat 10:26-33";"both";;"Jesus";"direct";"Witnessing Commands";;;;;;;;;;;;
45;"Gal 1:10";"negative";;"Paul";"example";"Witnessing Commands";;;;;;;;;;;;
45;"1 Kro 13:6-14";"negative";;"David";"study";"Witnessing Commands";;;;;;;;;;;;
45;"1 Kro 15:1-15";"positive";;"David";"study";"Witnessing Commands";;;;;;;;;;;;
45;"Lev 19:30";"positive";"CCA18";"HEERE";"indirect";"Witnessing Commands";;;;;;;;;;;;
